R1,R2,SampleDate,PlotNr,Microhabitat,Surface_Subsurface,Grass_Interspace,Notes,Treatment,,
F24_49SSI_S751_L001_R1_001.fastq.gz,F24_49SSI_S751_L001_R2_001.fastq.gz,Feb_2024,49,SSI,SS,I,,P+Water,,
F24_4SG_S656_L001_R1_001.fastq.gz,F24_4SG_S656_L001_R2_001.fastq.gz,Feb_2024,4,SG,S,G,,N+P+Water,,
F24_4SI_S658_L001_R1_001.fastq.gz,F24_4SI_S658_L001_R2_001.fastq.gz,Feb_2024,4,SI,S,I,,N+P+Water,,
F24_4SSG_S657_L001_R1_001.fastq.gz,F24_4SSG_S657_L001_R2_001.fastq.gz,Feb_2024,4,SSG,SS,G,,N+P+Water,,
F24_4SSI_S659_L001_R1_001.fastq.gz,F24_4SSI_S659_L001_R2_001.fastq.gz,Feb_2024,4,SSI,SS,I,,N+P+Water,,
F24_52SG_S752_L001_R1_001.fastq.gz,F24_52SG_S752_L001_R2_001.fastq.gz,Feb_2024,52,SG,S,G,,N+P,,
F24_52SI_S754_L001_R1_001.fastq.gz,F24_52SI_S754_L001_R2_001.fastq.gz,Feb_2024,52,SI,S,I,,N+P,,
F24_52SSG_S753_L001_R1_001.fastq.gz,F24_52SSG_S753_L001_R2_001.fastq.gz,Feb_2024,52,SSG,SS,G,,N+P,,
F24_52SSI_S755_L001_R1_001.fastq.gz,F24_52SSI_S755_L001_R2_001.fastq.gz,Feb_2024,52,SSI,SS,I,,N+P,,
F24_53SG_S756_L001_R1_001.fastq.gz,F24_53SG_S756_L001_R2_001.fastq.gz,Feb_2024,53,SG,S,G,,Control,,
F24_53SI_S758_L001_R1_001.fastq.gz,F24_53SI_S758_L001_R2_001.fastq.gz,Feb_2024,53,SI,S,I,,Control,,
F24_53SSG_S757_L001_R1_001.fastq.gz,F24_53SSG_S757_L001_R2_001.fastq.gz,Feb_2024,53,SSG,SS,G,,Control,,
F24_53SSI_S759_L001_R1_001.fastq.gz,F24_53SSI_S759_L001_R2_001.fastq.gz,Feb_2024,53,SSI,SS,I,,Control,,
F24_54SG_S760_L001_R1_001.fastq.gz,F24_54SG_S760_L001_R2_001.fastq.gz,Feb_2024,54,SG,S,G,,N+P,,
F24_54SI_S762_L001_R1_001.fastq.gz,F24_54SI_S762_L001_R2_001.fastq.gz,Feb_2024,54,SI,S,I,,N+P,,
F24_54SSG_S761_L001_R1_001.fastq.gz,F24_54SSG_S761_L001_R2_001.fastq.gz,Feb_2024,54,SSG,SS,G,,N+P,,
F24_54SSI_S763_L001_R1_001.fastq.gz,F24_54SSI_S763_L001_R2_001.fastq.gz,Feb_2024,54,SSI,SS,I,,N+P,,
F24_55SG_S764_L001_R1_001.fastq.gz,F24_55SG_S764_L001_R2_001.fastq.gz,Feb_2024,55,SG,S,G,,N,,
F24_55SI_S766_L001_R1_001.fastq.gz,F24_55SI_S766_L001_R2_001.fastq.gz,Feb_2024,55,SI,S,I,,N,,
F24_55SSG_S765_L001_R1_001.fastq.gz,F24_55SSG_S765_L001_R2_001.fastq.gz,Feb_2024,55,SSG,SS,G,,N,,
F24_55SSI_S767_L001_R1_001.fastq.gz,F24_55SSI_S767_L001_R2_001.fastq.gz,Feb_2024,55,SSI,SS,I,,N,,
F24_56SG_S768_L001_R1_001.fastq.gz,F24_56SG_S768_L001_R2_001.fastq.gz,Feb_2024,56,SG,S,G,,N,,
F24_56SI_S770_L001_R1_001.fastq.gz,F24_56SI_S770_L001_R2_001.fastq.gz,Feb_2024,56,SI,S,I,,N,,
F24_56SSG_S769_L001_R1_001.fastq.gz,F24_56SSG_S769_L001_R2_001.fastq.gz,Feb_2024,56,SSG,SS,G,,N,,
F24_56SSI_S771_L001_R1_001.fastq.gz,F24_56SSI_S771_L001_R2_001.fastq.gz,Feb_2024,56,SSI,SS,I,,N,,
F24_57ASI_S774_L001_R1_001.fastq.gz,F24_57ASI_S774_L001_R2_001.fastq.gz,Feb_2024,57,SI,S,I,Label issue,P,,
F24_57ASSG_S772_L001_R1_001.fastq.gz,F24_57ASSG_S772_L001_R2_001.fastq.gz,Feb_2024,57,SSG,SS,G,Label issue,P,,
F24_57BSI_S775_L001_R1_001.fastq.gz,F24_57BSI_S775_L001_R2_001.fastq.gz,Feb_2024,57,SI,S,I,Label issue,P,,
F24_57BSSG_S773_L001_R1_001.fastq.gz,F24_57BSSG_S773_L001_R2_001.fastq.gz,Feb_2024,57,SSG,SS,G,Label issue,P,,
F24_57SSI_S776_L001_R1_001.fastq.gz,F24_57SSI_S776_L001_R2_001.fastq.gz,Feb_2024,57,SSI,SS,I,Label issue,P,,
F24_58SG_S777_L001_R1_001.fastq.gz,F24_58SG_S777_L001_R2_001.fastq.gz,Feb_2024,58,SG,S,G,,Control,,
F24_58SI_S779_L001_R1_001.fastq.gz,F24_58SI_S779_L001_R2_001.fastq.gz,Feb_2024,58,SI,S,I,,Control,,
F24_58SSG_S778_L001_R1_001.fastq.gz,F24_58SSG_S778_L001_R2_001.fastq.gz,Feb_2024,58,SSG,SS,G,,Control,,
F24_58SSI_S780_L001_R1_001.fastq.gz,F24_58SSI_S780_L001_R2_001.fastq.gz,Feb_2024,58,SSI,SS,I,,Control,,
F24_59SG_S781_L001_R1_001.fastq.gz,F24_59SG_S781_L001_R2_001.fastq.gz,Feb_2024,59,SG,S,G,,Water,,
F24_59SI_S783_L001_R1_001.fastq.gz,F24_59SI_S783_L001_R2_001.fastq.gz,Feb_2024,59,SI,S,I,,Water,,
F24_59SSG_S782_L001_R1_001.fastq.gz,F24_59SSG_S782_L001_R2_001.fastq.gz,Feb_2024,59,SSG,SS,G,,Water,,
F24_59SSI_S784_L001_R1_001.fastq.gz,F24_59SSI_S784_L001_R2_001.fastq.gz,Feb_2024,59,SSI,SS,I,,Water,,
F24_5SG_S660_L001_R1_001.fastq.gz,F24_5SG_S660_L001_R2_001.fastq.gz,Feb_2024,5,SG,S,G,,Water,,
F24_5SI_S662_L001_R1_001.fastq.gz,F24_5SI_S662_L001_R2_001.fastq.gz,Feb_2024,5,SI,S,I,,Water,,
F24_5SSG_S661_L001_R1_001.fastq.gz,F24_5SSG_S661_L001_R2_001.fastq.gz,Feb_2024,5,SSG,SS,G,,Water,,
F24_5SSI_S663_L001_R1_001.fastq.gz,F24_5SSI_S663_L001_R2_001.fastq.gz,Feb_2024,5,SSI,SS,I,,Water,,
F24_60SG_S785_L001_R1_001.fastq.gz,F24_60SG_S785_L001_R2_001.fastq.gz,Feb_2024,60,SG,S,G,,N+P+Water,,
F24_60SI_S787_L001_R1_001.fastq.gz,F24_60SI_S787_L001_R2_001.fastq.gz,Feb_2024,60,SI,S,I,,N+P+Water,,
F24_60SSG_S786_L001_R1_001.fastq.gz,F24_60SSG_S786_L001_R2_001.fastq.gz,Feb_2024,60,SSG,SS,G,,N+P+Water,,
F24_60SSI_S788_L001_R1_001.fastq.gz,F24_60SSI_S788_L001_R2_001.fastq.gz,Feb_2024,60,SSI,SS,I,,N+P+Water,,
F24_61SG_S789_L001_R1_001.fastq.gz,F24_61SG_S789_L001_R2_001.fastq.gz,Feb_2024,61,SG,S,G,,N+P,,
F24_61SI_S791_L001_R1_001.fastq.gz,F24_61SI_S791_L001_R2_001.fastq.gz,Feb_2024,61,SI,S,I,,N+P,,
F24_61SSG_S790_L001_R1_001.fastq.gz,F24_61SSG_S790_L001_R2_001.fastq.gz,Feb_2024,61,SSG,SS,G,,N+P,,
F24_61SSI_S792_L001_R1_001.fastq.gz,F24_61SSI_S792_L001_R2_001.fastq.gz,Feb_2024,61,SSI,SS,I,,N+P,,
F24_62SG_S793_L001_R1_001.fastq.gz,F24_62SG_S793_L001_R2_001.fastq.gz,Feb_2024,62,SG,S,G,,N+Water,,
F24_62SI_S795_L001_R1_001.fastq.gz,F24_62SI_S795_L001_R2_001.fastq.gz,Feb_2024,62,SI,S,I,,N+Water,,
F24_62SSG_S794_L001_R1_001.fastq.gz,F24_62SSG_S794_L001_R2_001.fastq.gz,Feb_2024,62,SSG,SS,G,,N+Water,,
F24_62SSI_S796_L001_R1_001.fastq.gz,F24_62SSI_S796_L001_R2_001.fastq.gz,Feb_2024,62,SSI,SS,I,,N+Water,,
F24_63SG_S797_L001_R1_001.fastq.gz,F24_63SG_S797_L001_R2_001.fastq.gz,Feb_2024,63,SG,S,G,,N,,
F24_63SI_S799_L001_R1_001.fastq.gz,F24_63SI_S799_L001_R2_001.fastq.gz,Feb_2024,63,SI,S,I,,N,,
F24_63SSG_S798_L001_R1_001.fastq.gz,F24_63SSG_S798_L001_R2_001.fastq.gz,Feb_2024,63,SSG,SS,G,,N,,
F24_63SSI_S800_L001_R1_001.fastq.gz,F24_63SSI_S800_L001_R2_001.fastq.gz,Feb_2024,63,SSI,SS,I,,N,,
F24_64SG_S801_L001_R1_001.fastq.gz,F24_64SG_S801_L001_R2_001.fastq.gz,Feb_2024,64,SG,S,G,,P+Water,,
F24_64SI_S803_L001_R1_001.fastq.gz,F24_64SI_S803_L001_R2_001.fastq.gz,Feb_2024,64,SI,S,I,,P+Water,,
F24_64SSG_S802_L001_R1_001.fastq.gz,F24_64SSG_S802_L001_R2_001.fastq.gz,Feb_2024,64,SSG,SS,G,,P+Water,,
F24_64SSI_S804_L001_R1_001.fastq.gz,F24_64SSI_S804_L001_R2_001.fastq.gz,Feb_2024,64,SSI,SS,I,,P+Water,,
F24_6SG_S664_L001_R1_001.fastq.gz,F24_6SG_S664_L001_R2_001.fastq.gz,Feb_2024,6,SG,S,G,,N+P+Water,,
F24_6SI_S666_L001_R1_001.fastq.gz,F24_6SI_S666_L001_R2_001.fastq.gz,Feb_2024,6,SI,S,I,,N+P+Water,,
F24_6SSG_S665_L001_R1_001.fastq.gz,F24_6SSG_S665_L001_R2_001.fastq.gz,Feb_2024,6,SSG,SS,G,,N+P+Water,,
F24_6SSI_S667_L001_R1_001.fastq.gz,F24_6SSI_S667_L001_R2_001.fastq.gz,Feb_2024,6,SSI,SS,I,,N+P+Water,,
F24_7SG_S668_L001_R1_001.fastq.gz,F24_7SG_S668_L001_R2_001.fastq.gz,Feb_2024,7,SG,S,G,,P,,
F24_7SI_S670_L001_R1_001.fastq.gz,F24_7SI_S670_L001_R2_001.fastq.gz,Feb_2024,7,SI,S,I,,P,,
F24_7SSG_S669_L001_R1_001.fastq.gz,F24_7SSG_S669_L001_R2_001.fastq.gz,Feb_2024,7,SSG,SS,G,,P,,
F24_7SSI_S671_L001_R1_001.fastq.gz,F24_7SSI_S671_L001_R2_001.fastq.gz,Feb_2024,7,SSI,SS,I,,P,,
F24_8SG_S672_L001_R1_001.fastq.gz,F24_8SG_S672_L001_R2_001.fastq.gz,Feb_2024,8,SG,S,G,,P,,
F24_8SI_S674_L001_R1_001.fastq.gz,F24_8SI_S674_L001_R2_001.fastq.gz,Feb_2024,8,SI,S,I,,P,,
F24_8SSG_S673_L001_R1_001.fastq.gz,F24_8SSG_S673_L001_R2_001.fastq.gz,Feb_2024,8,SSG,SS,G,,P,,
F24_8SSI_S675_L001_R1_001.fastq.gz,F24_8SSI_S675_L001_R2_001.fastq.gz,Feb_2024,8,SSI,SS,I,,P,,
F24_9SG_S676_L001_R1_001.fastq.gz,F24_9SG_S676_L001_R2_001.fastq.gz,Feb_2024,9,SG,S,G,,N+Water,,
F24_9SI_S678_L001_R1_001.fastq.gz,F24_9SI_S678_L001_R2_001.fastq.gz,Feb_2024,9,SI,S,I,,N+Water,,
F24_9SSG_S677_L001_R1_001.fastq.gz,F24_9SSG_S677_L001_R2_001.fastq.gz,Feb_2024,9,SSG,SS,G,,N+Water,,
F24_9SSI_S679_L001_R1_001.fastq.gz,F24_9SSI_S679_L001_R2_001.fastq.gz,Feb_2024,9,SSI,SS,I,,N+Water,,
J22_BSG1_S965_L001_R1_001.fastq.gz,J22_BSG1_S965_L001_R2_001.fastq.gz,Jul_2022,BaselineA,SG,S,G,,Baseline,,
J22_BSG10_S974_L001_R1_001.fastq.gz,J22_BSG10_S974_L001_R2_001.fastq.gz,Jul_2022,BaselineJ,SG,S,G,,Baseline,,
J22_BSG2_S966_L001_R1_001.fastq.gz,J22_BSG2_S966_L001_R2_001.fastq.gz,Jul_2022,BaselineB,SG,S,G,,Baseline,,
J22_BSG3_S967_L001_R1_001.fastq.gz,J22_BSG3_S967_L001_R2_001.fastq.gz,Jul_2022,BaselineC,SG,S,G,,Baseline,,
J22_BSG4_S968_L001_R1_001.fastq.gz,J22_BSG4_S968_L001_R2_001.fastq.gz,Jul_2022,BaselineD,SG,S,G,,Baseline,,
J22_BSG5_S969_L001_R1_001.fastq.gz,J22_BSG5_S969_L001_R2_001.fastq.gz,Jul_2022,BaselineE,SG,S,G,,Baseline,,
J22_BSG6_S970_L001_R1_001.fastq.gz,J22_BSG6_S970_L001_R2_001.fastq.gz,Jul_2022,BaselineF,SG,S,G,,Baseline,,
J22_BSG7_S971_L001_R1_001.fastq.gz,J22_BSG7_S971_L001_R2_001.fastq.gz,Jul_2022,BaselineG,SG,S,G,,Baseline,,
J22_BSG8_S972_L001_R1_001.fastq.gz,J22_BSG8_S972_L001_R2_001.fastq.gz,Jul_2022,BaselineH,SG,S,G,,Baseline,,
J22_BSG9_S973_L001_R1_001.fastq.gz,J22_BSG9_S973_L001_R2_001.fastq.gz,Jul_2022,BaselineI,SG,S,G,,Baseline,,
J22_BSI1_S985_L001_R1_001.fastq.gz,J22_BSI1_S985_L001_R2_001.fastq.gz,Jul_2022,BaselineA,SI,S,I,,Baseline,,
J22_BSI10_S994_L001_R1_001.fastq.gz,J22_BSI10_S994_L001_R2_001.fastq.gz,Jul_2022,BaselineJ,SI,S,I,,Baseline,,
J22_BSI2_S986_L001_R1_001.fastq.gz,J22_BSI2_S986_L001_R2_001.fastq.gz,Jul_2022,BaselineB,SI,S,I,,Baseline,,
J22_BSI3_S987_L001_R1_001.fastq.gz,J22_BSI3_S987_L001_R2_001.fastq.gz,Jul_2022,BaselineC,SI,S,I,,Baseline,,
J22_BSI4_S988_L001_R1_001.fastq.gz,J22_BSI4_S988_L001_R2_001.fastq.gz,Jul_2022,BaselineD,SI,S,I,,Baseline,,
J22_BSI5_S989_L001_R1_001.fastq.gz,J22_BSI5_S989_L001_R2_001.fastq.gz,Jul_2022,BaselineE,SI,S,I,,Baseline,,
J22_BSI6_S990_L001_R1_001.fastq.gz,J22_BSI6_S990_L001_R2_001.fastq.gz,Jul_2022,BaselineF,SI,S,I,,Baseline,,
J22_BSI7_S991_L001_R1_001.fastq.gz,J22_BSI7_S991_L001_R2_001.fastq.gz,Jul_2022,BaselineG,SI,S,I,,Baseline,,
J22_BSI8_S992_L001_R1_001.fastq.gz,J22_BSI8_S992_L001_R2_001.fastq.gz,Jul_2022,BaselineH,SI,S,I,,Baseline,,
J22_BSI9_S993_L001_R1_001.fastq.gz,J22_BSI9_S993_L001_R2_001.fastq.gz,Jul_2022,BaselineI,SI,S,I,,Baseline,,
J22_BSSG1_S975_L001_R1_001.fastq.gz,J22_BSSG1_S975_L001_R2_001.fastq.gz,Jul_2022,BaselineA,SSG,SS,G,,Baseline,,
J22_BSSG10_S984_L001_R1_001.fastq.gz,J22_BSSG10_S984_L001_R2_001.fastq.gz,Jul_2022,BaselineJ,SSG,SS,G,,Baseline,,
J22_BSSG2_S976_L001_R1_001.fastq.gz,J22_BSSG2_S976_L001_R2_001.fastq.gz,Jul_2022,BaselineB,SSG,SS,G,,Baseline,,
J22_BSSG3_S977_L001_R1_001.fastq.gz,J22_BSSG3_S977_L001_R2_001.fastq.gz,Jul_2022,BaselineC,SSG,SS,G,,Baseline,,
J22_BSSG4_S978_L001_R1_001.fastq.gz,J22_BSSG4_S978_L001_R2_001.fastq.gz,Jul_2022,BaselineD,SSG,SS,G,,Baseline,,
J22_BSSG5_S979_L001_R1_001.fastq.gz,J22_BSSG5_S979_L001_R2_001.fastq.gz,Jul_2022,BaselineE,SSG,SS,G,,Baseline,,
J22_BSSG6_S980_L001_R1_001.fastq.gz,J22_BSSG6_S980_L001_R2_001.fastq.gz,Jul_2022,BaselineF,SSG,SS,G,,Baseline,,
J22_BSSG7_S981_L001_R1_001.fastq.gz,J22_BSSG7_S981_L001_R2_001.fastq.gz,Jul_2022,BaselineG,SSG,SS,G,,Baseline,,
J22_BSSG8_S982_L001_R1_001.fastq.gz,J22_BSSG8_S982_L001_R2_001.fastq.gz,Jul_2022,BaselineH,SSG,SS,G,,Baseline,,
J22_BSSG9_S983_L001_R1_001.fastq.gz,J22_BSSG9_S983_L001_R2_001.fastq.gz,Jul_2022,BaselineI,SSG,SS,G,,Baseline,,
J22_BSSI1_S995_L001_R1_001.fastq.gz,J22_BSSI1_S995_L001_R2_001.fastq.gz,Jul_2022,BaselineA,SSI,SS,I,,Baseline,,
J22_BSSI10_S1004_L001_R1_001.fastq.gz,J22_BSSI10_S1004_L001_R2_001.fastq.gz,Jul_2022,BaselineJ,SSI,SS,I,,Baseline,,
J22_BSSI2_S996_L001_R1_001.fastq.gz,J22_BSSI2_S996_L001_R2_001.fastq.gz,Jul_2022,BaselineB,SSI,SS,I,,Baseline,,
J22_BSSI3_S997_L001_R1_001.fastq.gz,J22_BSSI3_S997_L001_R2_001.fastq.gz,Jul_2022,BaselineC,SSI,SS,I,,Baseline,,
J22_BSSI4_S998_L001_R1_001.fastq.gz,J22_BSSI4_S998_L001_R2_001.fastq.gz,Jul_2022,BaselineD,SSI,SS,I,,Baseline,,
J22_BSSI5_S999_L001_R1_001.fastq.gz,J22_BSSI5_S999_L001_R2_001.fastq.gz,Jul_2022,BaselineE,SSI,SS,I,,Baseline,,
J22_BSSI6_S1000_L001_R1_001.fastq.gz,J22_BSSI6_S1000_L001_R2_001.fastq.gz,Jul_2022,BaselineF,SSI,SS,I,,Baseline,,
J22_BSSI7_S1001_L001_R1_001.fastq.gz,J22_BSSI7_S1001_L001_R2_001.fastq.gz,Jul_2022,BaselineG,SSI,SS,I,,Baseline,,
J22_BSSI8_S1002_L001_R1_001.fastq.gz,J22_BSSI8_S1002_L001_R2_001.fastq.gz,Jul_2022,BaselineH,SSI,SS,I,,Baseline,,
J22_BSSI9_S1003_L001_R1_001.fastq.gz,J22_BSSI9_S1003_L001_R2_001.fastq.gz,Jul_2022,BaselineI,SSI,SS,I,,Baseline,,
N22_10SG_S37_L001_R1_001.fastq.gz,N22_10SG_S37_L001_R2_001.fastq.gz,Nov_2022,10,SG,S,G,,N+Water,,
N22_10SI_S39_L001_R1_001.fastq.gz,N22_10SI_S39_L001_R2_001.fastq.gz,Nov_2022,10,SI,S,I,,N+Water,,
N22_10SSG_S38_L001_R1_001.fastq.gz,N22_10SSG_S38_L001_R2_001.fastq.gz,Nov_2022,10,SSG,SS,G,,N+Water,,
N22_10SSI_S40_L001_R1_001.fastq.gz,N22_10SSI_S40_L001_R2_001.fastq.gz,Nov_2022,10,SSI,SS,I,,N+Water,,
N22_11SG_S41_L001_R1_001.fastq.gz,N22_11SG_S41_L001_R2_001.fastq.gz,Nov_2022,11,SG,S,G,,Water,,
N22_11SI_S43_L001_R1_001.fastq.gz,N22_11SI_S43_L001_R2_001.fastq.gz,Nov_2022,11,SI,S,I,,Water,,
N22_11SSG_S42_L001_R1_001.fastq.gz,N22_11SSG_S42_L001_R2_001.fastq.gz,Nov_2022,11,SSG,SS,G,,Water,,
N22_11SSI_S44_L001_R1_001.fastq.gz,N22_11SSI_S44_L001_R2_001.fastq.gz,Nov_2022,11,SSI,SS,I,,Water,,
N22_12SG_S45_L001_R1_001.fastq.gz,N22_12SG_S45_L001_R2_001.fastq.gz,Nov_2022,12,SG,S,G,,Control,,
N22_12SI_S47_L001_R1_001.fastq.gz,N22_12SI_S47_L001_R2_001.fastq.gz,Nov_2022,12,SI,S,I,,Control,,
N22_12SSG_S46_L001_R1_001.fastq.gz,N22_12SSG_S46_L001_R2_001.fastq.gz,Nov_2022,12,SSG,SS,G,,Control,,
N22_12SSI_S48_L001_R1_001.fastq.gz,N22_12SSI_S48_L001_R2_001.fastq.gz,Nov_2022,12,SSI,SS,I,,Control,,
N22_13SG_S49_L001_R1_001.fastq.gz,N22_13SG_S49_L001_R2_001.fastq.gz,Nov_2022,13,SG,S,G,,N,,
N22_13SI_S51_L001_R1_001.fastq.gz,N22_13SI_S51_L001_R2_001.fastq.gz,Nov_2022,13,SI,S,I,,N,,
N22_13SSG_S50_L001_R1_001.fastq.gz,N22_13SSG_S50_L001_R2_001.fastq.gz,Nov_2022,13,SSG,SS,G,,N,,
N22_13SSI_S52_L001_R1_001.fastq.gz,N22_13SSI_S52_L001_R2_001.fastq.gz,Nov_2022,13,SSI,SS,I,,N,,
N22_14SG_S53_L001_R1_001.fastq.gz,N22_14SG_S53_L001_R2_001.fastq.gz,Nov_2022,14,SG,S,G,,Control,,
N22_14SI_S55_L001_R1_001.fastq.gz,N22_14SI_S55_L001_R2_001.fastq.gz,Nov_2022,14,SI,S,I,,Control,,
N22_14SSG_S54_L001_R1_001.fastq.gz,N22_14SSG_S54_L001_R2_001.fastq.gz,Nov_2022,14,SSG,SS,G,,Control,,
N22_14SSI_S56_L001_R1_001.fastq.gz,N22_14SSI_S56_L001_R2_001.fastq.gz,Nov_2022,14,SSI,SS,I,,Control,,
N22_15SG_S57_L001_R1_001.fastq.gz,N22_15SG_S57_L001_R2_001.fastq.gz,Nov_2022,15,SG,S,G,,Water,,
N22_15SI_S59_L001_R1_001.fastq.gz,N22_15SI_S59_L001_R2_001.fastq.gz,Nov_2022,15,SI,S,I,,Water,,
N22_15SSG_S58_L001_R1_001.fastq.gz,N22_15SSG_S58_L001_R2_001.fastq.gz,Nov_2022,15,SSG,SS,G,,Water,,
N22_15SSI_S60_L001_R1_001.fastq.gz,N22_15SSI_S60_L001_R2_001.fastq.gz,Nov_2022,15,SSI,SS,I,,Water,,
N22_16SG_S61_L001_R1_001.fastq.gz,N22_16SG_S61_L001_R2_001.fastq.gz,Nov_2022,16,SG,S,G,,N+P+Water,,
N22_16SI_S63_L001_R1_001.fastq.gz,N22_16SI_S63_L001_R2_001.fastq.gz,Nov_2022,16,SI,S,I,,N+P+Water,,
N22_16SSG_S62_L001_R1_001.fastq.gz,N22_16SSG_S62_L001_R2_001.fastq.gz,Nov_2022,16,SSG,SS,G,,N+P+Water,,
N22_16SSI_S64_L001_R1_001.fastq.gz,N22_16SSI_S64_L001_R2_001.fastq.gz,Nov_2022,16,SSI,SS,I,,N+P+Water,,
N22_18SG_S93_L001_R1_001.fastq.gz,N22_18SG_S93_L001_R2_001.fastq.gz,Nov_2022,18,SG,S,G,no 36,P+Water,,
N22_18SI_S95_L001_R1_001.fastq.gz,N22_18SI_S95_L001_R2_001.fastq.gz,Nov_2022,18,SI,S,I,no 36,P+Water,,
N22_18SSG_S94_L001_R1_001.fastq.gz,N22_18SSG_S94_L001_R2_001.fastq.gz,Nov_2022,18,SSG,SS,G,no 36,P+Water,,
N22_18SSI_S96_L001_R1_001.fastq.gz,N22_18SSI_S96_L001_R2_001.fastq.gz,Nov_2022,18,SSI,SS,I,no 36,P+Water,,
N22_1SG_S1_L001_R1_001.fastq.gz,N22_1SG_S1_L001_R2_001.fastq.gz,Nov_2022,1,SG,S,G,,N+P+Water,,
N22_1SI_S3_L001_R1_001.fastq.gz,N22_1SI_S3_L001_R2_001.fastq.gz,Nov_2022,1,SI,S,I,,N+P+Water,,
N22_1SSG_S2_L001_R1_001.fastq.gz,N22_1SSG_S2_L001_R2_001.fastq.gz,Nov_2022,1,SSG,SS,G,,N+P+Water,,
N22_1SSI_S4_L001_R1_001.fastq.gz,N22_1SSI_S4_L001_R2_001.fastq.gz,Nov_2022,1,SSI,SS,I,,N+P+Water,,
N22_20SG_S65_L001_R1_001.fastq.gz,N22_20SG_S65_L001_R2_001.fastq.gz,Nov_2022,20,SG,S,G,,P+Water,,
N22_20SI_S67_L001_R1_001.fastq.gz,N22_20SI_S67_L001_R2_001.fastq.gz,Nov_2022,20,SI,S,I,,P+Water,,
N22_20SSG_S66_L001_R1_001.fastq.gz,N22_20SSG_S66_L001_R2_001.fastq.gz,Nov_2022,20,SSG,SS,G,,P+Water,,
N22_20SSI_S68_L001_R1_001.fastq.gz,N22_20SSI_S68_L001_R2_001.fastq.gz,Nov_2022,20,SSI,SS,I,,P+Water,,
N22_22SG_S85_L001_R1_001.fastq.gz,N22_22SG_S85_L001_R2_001.fastq.gz,Nov_2022,22,SG,S,G,no 34,N,,
N22_22SI_S87_L001_R1_001.fastq.gz,N22_22SI_S87_L001_R2_001.fastq.gz,Nov_2022,22,SI,S,I,no 34,N,,
N22_22SSG_S86_L001_R1_001.fastq.gz,N22_22SSG_S86_L001_R2_001.fastq.gz,Nov_2022,22,SSG,SS,G,no 34,N,,
N22_22SSI_S88_L001_R1_001.fastq.gz,N22_22SSI_S88_L001_R2_001.fastq.gz,Nov_2022,22,SSI,SS,I,no 34,N,,
N22_24SG_S69_L001_R1_001.fastq.gz,N22_24SG_S69_L001_R2_001.fastq.gz,Nov_2022,24,SG,S,G,,N+P,,
N22_24SI_S71_L001_R1_001.fastq.gz,N22_24SI_S71_L001_R2_001.fastq.gz,Nov_2022,24,SI,S,I,,N+P,,
N22_24SSG_S70_L001_R1_001.fastq.gz,N22_24SSG_S70_L001_R2_001.fastq.gz,Nov_2022,24,SSG,SS,G,,N+P,,
N22_24SSI_S72_L001_R1_001.fastq.gz,N22_24SSI_S72_L001_R2_001.fastq.gz,Nov_2022,24,SSI,SS,I,,N+P,,
N22_28SG_S73_L001_R1_001.fastq.gz,N22_28SG_S73_L001_R2_001.fastq.gz,Nov_2022,28,SG,S,G,,N+Water,,
N22_28SI_S75_L001_R1_001.fastq.gz,N22_28SI_S75_L001_R2_001.fastq.gz,Nov_2022,28,SI,S,I,,N+Water,,
N22_28SSG_S74_L001_R1_001.fastq.gz,N22_28SSG_S74_L001_R2_001.fastq.gz,Nov_2022,28,SSG,SS,G,,N+Water,,
N22_28SSI_S76_L001_R1_001.fastq.gz,N22_28SSI_S76_L001_R2_001.fastq.gz,Nov_2022,28,SSI,SS,I,,N+Water,,
N22_29SG_S77_L001_R1_001.fastq.gz,N22_29SG_S77_L001_R2_001.fastq.gz,Nov_2022,29,SG,S,G,,P,,
N22_29SI_S79_L001_R1_001.fastq.gz,N22_29SI_S79_L001_R2_001.fastq.gz,Nov_2022,29,SI,S,I,,P,,
N22_29SSG_S78_L001_R1_001.fastq.gz,N22_29SSG_S78_L001_R2_001.fastq.gz,Nov_2022,29,SSG,SS,G,,P,,
N22_29SSI_S80_L001_R1_001.fastq.gz,N22_29SSI_S80_L001_R2_001.fastq.gz,Nov_2022,29,SSI,SS,I,,P,,
N22_2SG_S5_L001_R1_001.fastq.gz,N22_2SG_S5_L001_R2_001.fastq.gz,Nov_2022,2,SG,S,G,,P,,
N22_2SI_S7_L001_R1_001.fastq.gz,N22_2SI_S7_L001_R2_001.fastq.gz,Nov_2022,2,SI,S,I,,P,,
N22_2SSG_S6_L001_R1_001.fastq.gz,N22_2SSG_S6_L001_R2_001.fastq.gz,Nov_2022,2,SSG,SS,G,,P,,
N22_2SSI_S8_L001_R1_001.fastq.gz,N22_2SSI_S8_L001_R2_001.fastq.gz,Nov_2022,2,SSI,SS,I,,P,,
N22_31SG_S81_L001_R1_001.fastq.gz,N22_31SG_S81_L001_R2_001.fastq.gz,Nov_2022,31,SG,S,G,,N+Water,,
N22_31SI_S83_L001_R1_001.fastq.gz,N22_31SI_S83_L001_R2_001.fastq.gz,Nov_2022,31,SI,S,I,,N+Water,,
N22_31SSG_S82_L001_R1_001.fastq.gz,N22_31SSG_S82_L001_R2_001.fastq.gz,Nov_2022,31,SSG,SS,G,,N+Water,,
